objectid,stationcode,sampledate,fieldreplicate,sampletypecode,fieldsampleid,labsampleid,labbatch,analysisdate,labreplicate,matrixname,methodname,analytename,fractionname,unit,dilfactor,result,resqualcode,mdl,rl,qacode,expectedvalue,labagencycode,labresultcomments,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,lastchangedate,submissionid,legacy,projectcode,chemistryresultsrecordid,chemistrybatchrecordid
16117,LABQA,2009-12-15T08:00:00Z,1,LCS,LCS,LCS,9L15084_12/15/2009_None_None,2009-12-16T05:55:00Z,1,blankwater,SM 4500-H+ B,pH,None,NR,1,3.9399999999999999,NR,1,1,NR,4,ES,PR 98.5,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:43Z,4262,NA,NA,63737,2273
16118,000NONPJ,2009-12-15T08:00:00Z,1,DUP2,Duplicate,A9L1740-02 Duplicate,9L15084_12/15/2009_None_None,2009-12-16T05:55:00Z,2,samplewater,SM 2510 B,SpecificConductivity,None,umhos/cm,1,852,NR,1,1,QAX,-88,ES,RPD 1.06,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:10Z,4262,NA,NA,63738,2273
16119,000NONPJ,2009-12-15T08:00:00Z,1,DUP2,Duplicate,A9L1740-02 Duplicate,9L15084_12/15/2009_None_None,2009-12-16T05:55:00Z,2,samplewater,SM 4500-H+ B,pH,None,NR,1,7.5999999999999996,NR,1,1,QAX,-88,ES,RPD 0.917,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:10Z,4262,NA,NA,63739,2273
16120,000NONPJ,2009-12-15T08:00:00Z,1,DUP1,Duplicate,A9L1740-01 Duplicate,9L15084_12/15/2009_None_None,2009-12-16T05:55:00Z,2,samplewater,SM 2510 B,SpecificConductivity,None,umhos/cm,1,1082,NR,1,1,QAX,-88,ES,RPD 0.185,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:10Z,4262,NA,NA,63740,2273
16121,000NONPJ,2009-12-15T08:00:00Z,1,DUP1,Duplicate,A9L1740-01 Duplicate,9L15084_12/15/2009_None_None,2009-12-16T05:55:00Z,2,samplewater,SM 4500-H+ B,pH,None,NR,1,6.9100000000000001,NR,1,1,QAX,-88,ES,RPD 0.433,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:10Z,4262,NA,NA,63741,2273
16122,CC9,2009-12-15T08:00:00Z,1,Grab,Cranston Cottonwood 9,A9L1775-01,9L15084_12/15/2009_Not Recorded_None,2009-12-16T05:55:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,umhos/cm,1,248,NR,1,1,NR,-88,ES,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:14Z,4262,NA,NA,63742,2274
16123,CC9,2009-12-15T08:00:00Z,1,Grab,Cranston Cottonwood 9,A9L1775-01,9L15084_12/15/2009_Not Recorded_None,2009-12-16T05:55:00Z,1,samplewater,SM 4500-H+ B,pH,None,NR,1,7.8499999999999996,NR,1,1,NR,-88,ES,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:14Z,4262,NA,NA,63743,2274
16131,LABQA,1950-01-01T08:00:00Z,1,DUP1,Duplicate,A9L1775-01 Duplicate,9L16037_12/15/2009_None_None,2009-12-16T21:31:00Z,2,samplewater,SM 2130 B,Turbidity,None,NTU,1,3.6400000000000001,NR,0.12,0.2,NR,-88,ES,RPD 1.36,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:26Z,4262,NA,NA,63751,2278
16132,CC9,2009-12-15T08:00:00Z,1,Grab,Cranston Cottonwood 9,A9L1775-01,9L16037_12/15/2009_Not Recorded_None,2009-12-16T21:31:00Z,1,samplewater,SM 2130 B,Turbidity,None,NTU,1,3.6899999999999999,NR,0.12,0.2,NR,-88,ES,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:14Z,4262,NA,NA,63752,2279
16133,LABQA,2009-12-16T08:00:00Z,1,LabBlank,Blank,Blank,9L16037_12/16/2009_None_None,2009-12-16T21:31:00Z,1,blankwater,SM 2130 B,Turbidity,None,NTU,1,0.078,ND,0.12,0.2,NR,-88,ES,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:43Z,4262,NA,NA,63753,2280
16134,LABQA,2009-12-16T08:00:00Z,1,LCS,LCS,LCS,9L16037_12/16/2009_None_None,2009-12-16T21:31:00Z,1,blankwater,SM 2130 B,Turbidity,None,NTU,1,0.92600000000000005,NR,0.12,0.2,NR,0.878,ES,PR 105,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:43Z,4262,NA,NA,63754,2280
19258,SMC00963,2010-06-17T07:00:00Z,1,Grab,WR168513,0F18049-02,WKL_W0F0788_W_TURB,2010-06-18T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.20000000000000001,NA,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:01Z,4465,NA,NA,66878,2385
19259,SMC06019,2010-06-17T07:00:00Z,1,Grab,WR168512,0F18049-01,WKL_W0F0788_W_TURB,2010-06-18T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.63,NA,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:42Z,4465,NA,NA,66879,2385
19260,LABQA,2010-06-18T07:00:00Z,1,LabBlank,LABQA,W0F0788-BLK1,WKL_W0F0788_W_TURB,2010-06-18T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66880,2385
19261,LABQA,2010-06-18T07:00:00Z,1,LCS,LABQA,W0F0788-BS1,WKL_W0F0788_W_TURB,2010-06-18T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,6.79,NA,0.04,0.1,None,6.85,WKL,PR 99,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66881,2385
19262,LABQA,2010-06-18T07:00:00Z,2,DUP1,LABQA,W0F0788-DUP1,WKL_W0F0788_W_TURB,2010-06-18T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66882,2385
19263,SMC06019,2010-06-17T07:00:00Z,1,Grab,WR168512,0F18049-01,WKL_W0F0792_W_pH,2010-06-18T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,7.8200000000000003,NA,0.1,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:42Z,4465,NA,NA,66883,2386
19264,LABQA,2010-06-18T07:00:00Z,2,DUP1,LABQA,W0F0792-DUP1,WKL_W0F0792_W_pH,2010-06-18T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,6.54,NA,0.1,0.1,None,-88,WKL,RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66884,2386
19265,LABQA,2010-06-18T07:00:00Z,2,DUP2,LABQA,W0F0792-DUP2,WKL_W0F0792_W_pH,2010-06-18T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,1.76,NA,0.1,0.1,None,-88,WKL,RPD 1,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66885,2386
19266,LABQA,2010-06-18T07:00:00Z,1,CRM,LABQA,W0F0792-SRM1,WKL_W0F0792_W_pH,2010-06-18T07:00:00Z,1,labwater,SM 4500-H+ B,pH,Total,none,1,6.9400000000000004,NA,0.1,0.1,None,6.86,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66886,2386
19267,LABQA,2010-06-18T07:00:00Z,1,CRM,LABQA,W0F0792-SRM2,WKL_W0F0792_W_pH,2010-06-18T07:00:00Z,1,labwater,SM 4500-H+ B,pH,Total,none,1,6.9800000000000004,NA,0.1,0.1,None,6.86,WKL,PR 102,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66887,2386
19268,SMC00963,2010-06-17T07:00:00Z,1,Grab,WR168513,0F18049-02,WKL_W0F0792_W_pH,2010-06-18T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,8.2200000000000006,NA,0.1,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:01Z,4465,NA,NA,66888,2386
19279,SMC00963,2010-06-17T07:00:00Z,1,Grab,WR168513,0F18049-02,WKL_W0F0878_W_COND,2010-06-22T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,umhos/cm,1,1100,NA,0.23,2,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:01Z,4465,NA,NA,66899,2390
19280,SMC06019,2010-06-17T07:00:00Z,1,Grab,WR168512,0F18049-01,WKL_W0F0878_W_COND,2010-06-22T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,umhos/cm,2,2100,NA,0.47,4,D,-88,WKL,00:00 DF 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:42Z,4465,NA,NA,66900,2390
19281,LABQA,2010-06-22T07:00:00Z,1,LabBlank,LABQA,W0F0878-BLK1,WKL_W0F0878_W_COND,2010-06-22T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,Total,umhos/cm,1,-88,ND,0.23,2,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66901,2390
19282,LABQA,2010-06-22T07:00:00Z,1,LCS,LABQA,W0F0878-BS1,WKL_W0F0878_W_COND,2010-06-22T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,Total,umhos/cm,1,204,NA,0.23,2,None,200,WKL,PR 102,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66902,2390
19283,LABQA,2010-06-22T07:00:00Z,2,DUP1,LABQA,W0F0878-DUP1,WKL_W0F0878_W_COND,2010-06-22T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,umhos/cm,1,237,NA,0.23,2,None,-88,WKL,RPD 0.4,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,66903,2390
19298,SMC24222,2010-06-21T07:00:00Z,1,Grab,WR168537,0F22063-02,WKL_W0F0933_W_pH,2010-06-22T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,7.9699999999999998,NA,0.1,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:02Z,4465,NA,NA,67018,2394
19299,SMC21822,2010-06-21T07:00:00Z,1,Grab,WR168536,0F22063-01,WKL_W0F0933_W_pH,2010-06-22T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,7.8799999999999999,NA,0.1,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:01Z,4465,NA,NA,67019,2394
19300,LABQA,2010-06-22T07:00:00Z,2,DUP1,LABQA,W0F0933-DUP1,WKL_W0F0933_W_pH,2010-06-22T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,6.9100000000000001,NA,0.1,0.1,None,-88,WKL,RPD 0.1,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67020,2394
19301,LABQA,2010-06-22T07:00:00Z,1,CRM,LABQA,W0F0933-SRM1,WKL_W0F0933_W_pH,2010-06-22T07:00:00Z,1,labwater,SM 4500-H+ B,pH,Total,none,1,6.9199999999999999,NA,0.1,0.1,None,6.86,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67021,2394
19314,SMC21822,2010-06-21T07:00:00Z,1,Grab,WR168536,0F22063-01,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:01Z,4465,NA,NA,67034,2397
19315,SMC21822,2010-06-21T07:00:00Z,1,Grab,WR168536,0F22063-01,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:01Z,4465,NA,NA,67035,2397
19316,SMC21822,2010-06-21T07:00:00Z,1,Grab,WR168536,0F22063-01,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,3,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,280,NA,1.2,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:01Z,4465,NA,NA,67036,2397
19317,SMC00963,2010-06-17T07:00:00Z,1,Grab,WR168513,0F18049-02,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,3,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:01Z,4465,NA,NA,67037,2397
19318,SMC00963,2010-06-17T07:00:00Z,1,Grab,WR168513,0F18049-02,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:01Z,4465,NA,NA,67038,2397
19319,SMC00963,2010-06-17T07:00:00Z,1,Grab,WR168513,0F18049-02,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,210,NA,1.2,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:01Z,4465,NA,NA,67039,2397
19320,SMC06019,2010-06-17T07:00:00Z,1,Grab,WR168512,0F18049-01,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,250,NA,1.2,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:43Z,4465,NA,NA,67040,2397
19321,SMC06019,2010-06-17T07:00:00Z,1,Grab,WR168512,0F18049-01,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,3,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:43Z,4465,NA,NA,67041,2397
19322,SMC06019,2010-06-17T07:00:00Z,1,Grab,WR168512,0F18049-01,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:43Z,4465,NA,NA,67042,2397
19323,LABQA,2010-06-22T07:00:00Z,1,LabBlank,LABQA,W0F0935-BLK1,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,3,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67043,2397
19324,LABQA,2010-06-22T07:00:00Z,1,LabBlank,LABQA,W0F0935-BLK1,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,2,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67044,2397
19325,LABQA,2010-06-22T07:00:00Z,1,LabBlank,LABQA,W0F0935-BLK1,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,1.2,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67045,2397
19326,LABQA,2010-06-22T07:00:00Z,1,LCS,LABQA,W0F0935-BS1,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,256,NA,1.2,10,None,250,WKL,PR 103,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67046,2397
19327,LABQA,2010-06-22T07:00:00Z,2,DUP1,LABQA,W0F0935-DUP1,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,130,NA,1.2,10,None,-88,WKL,RPD 0.3,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67047,2397
19328,LABQA,2010-06-22T07:00:00Z,2,DUP1,LABQA,W0F0935-DUP1,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,3,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67048,2397
19329,LABQA,2010-06-22T07:00:00Z,2,DUP1,LABQA,W0F0935-DUP1,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:47Z,4465,NA,NA,67049,2397
19330,SMC24222,2010-06-21T07:00:00Z,1,Grab,WR168537,0F22063-02,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,3,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,280,NA,1.2,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:02Z,4465,NA,NA,67050,2397
19331,SMC24222,2010-06-21T07:00:00Z,1,Grab,WR168537,0F22063-02,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:02Z,4465,NA,NA,67051,2397
19332,SMC24222,2010-06-21T07:00:00Z,1,Grab,WR168537,0F22063-02,WKL_W0F0935_W_ALK,2010-06-23T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,-88,10,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:02Z,4465,NA,NA,67052,2397
19352,SMC21822,2010-06-21T07:00:00Z,1,Grab,WR168536,0F22063-01,WKL_W0F0979_W_TURB,2010-06-23T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,19,NA,0.04,0.1,None,-88,WKL,O-07,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:01Z,4465,NA,NA,67172,2402
19353,SMC24222,2010-06-21T07:00:00Z,1,Grab,WR168537,0F22063-02,WKL_W0F0979_W_TURB,2010-06-23T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,9.4000000000000004,NA,0.04,0.1,None,-88,WKL,O-07,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:02Z,4465,NA,NA,67173,2402
19354,LABQA,2010-06-23T07:00:00Z,1,LabBlank,LABQA,W0F0979-BLK1,WKL_W0F0979_W_TURB,2010-06-23T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:48Z,4465,NA,NA,67174,2402
19355,LABQA,2010-06-23T07:00:00Z,1,LCS,LABQA,W0F0979-BS1,WKL_W0F0979_W_TURB,2010-06-23T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,6.8399999999999999,NA,0.04,0.1,None,6.85,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:48Z,4465,NA,NA,67175,2402
19356,LABQA,2010-06-23T07:00:00Z,2,DUP1,LABQA,W0F0979-DUP1,WKL_W0F0979_W_TURB,2010-06-23T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:48Z,4465,NA,NA,67176,2402
19436,LABQA,2010-06-25T07:00:00Z,2,DUP1,LABQA,W0F1077-DUP1,WKL_W0F1077_W_pH,2010-06-25T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,7.6600000000000001,NA,0.1,0.1,None,-88,WKL,RPD 0.5,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:48Z,4465,NA,NA,67256,2409
19437,LABQA,2010-06-25T07:00:00Z,1,CRM,LABQA,W0F1077-SRM1,WKL_W0F1077_W_pH,2010-06-25T07:00:00Z,1,labwater,SM 4500-H+ B,pH,Total,none,1,6.9199999999999999,NA,0.1,0.1,None,6.86,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:48Z,4465,NA,NA,67257,2409
19438,SMC34888,2010-06-24T07:00:00Z,1,Grab,WR168815,0F25046-01,WKL_W0F1077_W_pH,2010-06-25T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,7.8600000000000003,NA,0.1,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:05Z,4465,NA,NA,67258,2409
19439,SMC02563,2010-06-24T07:00:00Z,1,Grab,WR168817,0F25046-02,WKL_W0F1077_W_pH,2010-06-25T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,8.0500000000000007,NA,0.1,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:24Z,4465,NA,NA,67259,2409
19440,SMC02563,2010-06-24T07:00:00Z,2,Grab,WR168821,0F25046-05,WKL_W0F1077_W_pH,2010-06-25T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,none,1,8.0600000000000005,NA,0.1,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:24Z,4465,NA,NA,67260,2409
19448,LABQA,2010-06-25T07:00:00Z,1,LabBlank,LABQA,W0F1083-BLK1,WKL_W0F1083_W_TURB,2010-06-25T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:49Z,4465,NA,NA,67268,2411
19449,LABQA,2010-06-25T07:00:00Z,1,LCS,LABQA,W0F1083-BS1,WKL_W0F1083_W_TURB,2010-06-25T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,6.8499999999999996,NA,0.04,0.1,None,6.85,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:49Z,4465,NA,NA,67269,2411
19450,LABQA,2010-06-25T07:00:00Z,2,DUP1,LABQA,W0F1083-DUP1,WKL_W0F1083_W_TURB,2010-06-25T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.19,NA,0.04,0.1,None,-88,WKL,RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:49Z,4465,NA,NA,67270,2411
19451,SMC34888,2010-06-24T07:00:00Z,1,Grab,WR168815,0F25046-01,WKL_W0F1083_W_TURB,2010-06-25T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.19,NA,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:05Z,4465,NA,NA,67271,2411
19452,SMC02563,2010-06-24T07:00:00Z,1,Grab,WR168817,0F25046-02,WKL_W0F1083_W_TURB,2010-06-25T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,1.8,NA,0.04,0.1,None,-88,WKL,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:24Z,4465,NA,NA,67272,2411
