objectid,stationcode,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,fractionname,record_origin,origin_lastupdatedate,record_publish,total_n_mgl,total_n_mgl_rl,total_n_mgl_mdl,total_n_mgl_method,total_p_mgl,total_p_mgl_rl,total_p_mgl_mdl,total_p_mgl_method
999,SMC00957,2010-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5,0.4,0.4,reported,0.18,0.05,0.01,reported
1000,SMC00958,2011-07-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.93,0.2,0.08399999999999999,calculated,0.0424,0.0098,0.00085,reported
1001,SMC00963,2010-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.64,0.33,0.11399999999999999,calculated,0.076,0.03,0.0043,partial
1002,SMC00963,2014-07-09T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.24,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
1003,SMC01004,2009-05-26T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004,SMC01004,2009-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.8,0.2,0.15000000000000002,partial,0.21,0.1,0.05,reported
1005,SMC01013,2010-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.63,0.4,0.4,reported,0.07,0.05,0.01,reported
1006,SMC01040,2009-06-09T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007,SMC01040,2009-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2,0.1,0.1,partial,0.06,0.1,0.05,reported
1008,SMC01046,2009-05-21T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.03,0.13,0.05,partial,0.045,0.05,0.016,reported
1009,SMC01046,2009-05-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.1,0.5,0.46,partial,NA,NA,NA,NA
1010,SMC01046,2009-05-21T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.03,0.03,0.03,partial,NA,NA,NA,NA
1011,SMC01049,2010-06-15T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,14.0,0.2,0.074,reported,0.098,0.01,0.00083,partial
1012,SMC01049,2010-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.074,partial,0.11,0.01,0.00083,reported
1013,SMC01049,2014-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,9.1,0.2,0.060000000000000005,calculated,0.16,0.01,0.0014,reported
1014,SMC01096,2010-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.32,0.30000000000000004,0.14,calculated,0.12,0.1,0.05,partial
1015,SMC01096,2010-06-07T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.34,0.30000000000000004,0.14,calculated,0.13,0.1,0.05,partial
1016,SMC01097,2015-05-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.6,0.2,0.2,reported,0.0,0.05,0.02,reported
1017,SMC01097,2016-05-06T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.4,0.2,0.06,reported,NA,NA,NA,NA
1018,SMC01097,2017-05-18T19:45:00Z,Grab,samplewater,1,1,None,NA,NA,NA,6.3,0.1,0.0,reported,NA,NA,NA,NA
1019,SMC01097,2018-05-01T19:30:00Z,Grab,samplewater,1,1,None,NA,NA,NA,4.6,0.2,0.0,reported,NA,NA,NA,NA
1020,SMC01151,2009-06-17T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1021,SMC01151,2009-06-17T07:00:00Z,Grab,samplewater,1,2,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1022,SMC01155,2009-05-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.13,0.6000000000000001,0.6000000000000001,calculated,0.0,0.06,0.06,partial
1023,SMC01158,2009-06-03T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.045,0.13,0.05,partial,0.082,0.05,0.016,reported
1024,SMC01158,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0,0.5,0.46,partial,NA,NA,NA,NA
1025,SMC01158,2009-06-03T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.045,0.03,0.03,partial,NA,NA,NA,NA
1026,SMC01161,2010-05-27T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.2,0.1,0.074,reported,0.016,0.01,0.00083,partial
1027,SMC01161,2010-05-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.21,0.1,0.074,partial,0.028,0.01,0.00083,reported
1028,SMC01174,2011-07-20T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.81,0.1,0.074,partial,NA,NA,NA,NA
1029,SMC01174,2011-07-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.2,0.1,0.074,reported,0.18,0.01,0.00083,reported
1030,SMC01196,2010-07-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.30000000000000004,0.14,calculated,0.15,0.1,0.05,partial
1031,SMC01201,2010-06-02T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,8.6,0.1,0.074,reported,0.084,0.01,0.00083,partial
1032,SMC01201,2010-06-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.074,partial,0.078,0.01,0.00083,reported
1033,SMC01208,2010-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.98,0.30000000000000004,0.14,calculated,0.17,0.1,0.05,partial
1034,SMC01215,2011-07-13T14:30:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.5,0.1,0.074,reported,0.013,0.01,0.0014,reported
1035,SMC01248,2011-07-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.56,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
1036,SMC01257,2011-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4,0.2,0.08399999999999999,calculated,0.114,0.0098,0.00085,reported
1037,SMC01258,2009-06-21T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.2,0.13,0.05,partial,0.138,0.05,0.016,reported
1038,SMC01258,2009-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.98,0.5,0.46,partial,NA,NA,NA,NA
1039,SMC01258,2009-06-21T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.21000000000000002,0.13,0.05,partial,0.136,0.05,0.016,reported
1040,SMC01260,2012-07-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.46,0.2,0.12,calculated,0.126,0.05,0.016,reported
1041,SMC01278,2009-06-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,4.0,2.0,reported,0.06,0.05,0.016,reported
1042,SMC01278,2009-06-17T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.03,0.03,0.03,partial,NA,NA,NA,NA
1043,SMC01320,2010-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.73,0.30000000000000004,0.14,calculated,0.22,0.1,0.05,partial
1044,SMC01341,2009-06-22T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,6.7,0.4,0.19,reported,1.536,0.1,0.03,reported
1045,SMC01341,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.434,0.1,0.062,partial,NA,NA,NA,NA
1046,SMC01358,2011-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.68,0.30000000000000004,0.14,calculated,0.6,0.1,0.05,reported
1047,SMC01367,2011-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.97,0.4,0.4,reported,0.01,0.05,0.01,reported
1048,SMC01383,2010-06-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.8,0.2,0.2,reported,0.04,0.05,0.01,reported
1049,SMC01384,2015-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.8,0.5,0.5,reported,1.2,0.05,0.02,reported
1050,SMC01384,2016-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.63,0.1,0.0,reported,0.34,0.05,0.02,reported
1051,SMC01384,2017-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.71,0.2,0.091,reported,0.17,0.01,0.00083,reported
1052,SMC01384,2017-06-07T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.346,0.2,0.098,partial,NA,NA,NA,NA
1053,SMC01384,2018-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.7,0.2,0.083,reported,1.1,0.02,0.012,reported
1054,SMC01413,2012-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.387,0.2,0.08399999999999999,calculated,0.079,0.01,0.00083,reported
1055,SMC01413,2012-07-09T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.3,0.2,0.08399999999999999,calculated,0.098,0.01,0.00083,reported
1056,SMC01424,2009-07-01T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,4.0,2.0,reported,0.04,0.05,0.016,reported
1057,SMC01424,2009-07-01T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,4.0,2.0,reported,0.046,0.05,0.016,reported
1058,SMC01452,2010-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.48,0.30000000000000004,0.14,calculated,1.17,0.1,0.05,partial
1059,SMC01454,2012-07-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.992,0.2,0.12,calculated,0.106,0.05,0.016,reported
1060,SMC01454,2012-07-16T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.67,0.16,0.04,partial,0.117,0.05,0.016,reported
1061,SMC01454,2012-07-16T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,1.0150000000000001,0.2,0.12,calculated,0.117,0.05,0.016,reported
1062,SMC01504,2011-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.22,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
1063,SMC01504,2011-06-28T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.01,partial
1064,SMC01504,2011-06-28T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.25,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
1065,SMC01504,2011-06-28T07:00:00Z,Grab,samplewater,2,2,Total,NA,NA,NA,0.0,0.5,0.5,partial,NA,NA,NA,NA
1066,SMC01512,2010-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.176,0.2,0.081,partial,0.011,0.002,0.00022,partial
1067,SMC01512,2010-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.74,0.1,0.074,reported,0.027,0.01,0.0014,reported
1068,SMC01523,2011-07-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0,0.4,0.4,reported,0.02,0.05,0.01,reported
1069,SMC01544,2010-07-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.47000000000000003,0.30000000000000004,0.14,calculated,0.15,0.1,0.05,partial
1070,SMC01555,2011-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.65,0.2,0.08399999999999999,calculated,0.0586,0.0098,0.00085,reported
1071,SMC01559,2011-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.72,0.4,0.4,reported,0.01,0.05,0.01,reported
1072,SMC01567,2010-06-09T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.048,0.2,0.081,partial,0.0023,0.002,0.00022,partial
1073,SMC01567,2010-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.074,reported,0.0028,0.01,0.0014,reported
1074,SMC01606,2009-05-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.11,0.13,0.05,partial,0.226,0.05,0.016,reported
1075,SMC01606,2009-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.3,0.5,0.46,partial,NA,NA,NA,NA
1076,SMC01606,2009-05-26T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.03,0.03,0.03,partial,0.07,0.01,0.01,partial
1077,SMC01640,2015-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.5,0.5,0.5,reported,0.28,0.05,0.02,reported
1078,SMC01640,2016-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.1,0.1,0.0,reported,0.17,0.05,0.02,reported
1079,SMC01640,2017-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9,0.2,0.091,reported,0.15,0.01,0.00083,reported
1080,SMC01640,2017-06-07T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.041,partial,0.093,0.01,0.00083,partial
1081,SMC01640,2018-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.9,0.2,0.083,reported,0.24,0.02,0.012,reported
1082,SMC01640,2018-06-19T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.083,partial,NA,NA,NA,NA
1083,SMC01655,2011-07-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.54,0.4,0.4,reported,0.02,0.05,0.01,reported
1084,SMC01662,2012-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.36,0.2,0.08399999999999999,calculated,0.169,0.01,0.00085,partial
1085,SMC01684,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1086,SMC01684,2009-06-03T07:00:00Z,Grab,samplewater,1,2,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1087,SMC01689,2012-07-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.32,0.2,0.08399999999999999,calculated,0.12,0.01,0.00083,reported
1088,SMC01692,2011-06-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.73,0.30000000000000004,0.14,calculated,0.09,0.1,0.05,reported
1089,SMC01694,2010-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.56,0.2,0.107,calculated,0.069,0.03,0.0043,partial
1090,SMC01716,2010-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.79,0.30000000000000004,0.14,calculated,0.41000000000000003,0.1,0.05,partial
1091,SMC01717,2009-06-03T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.9700000000000002,0.13,0.05,partial,0.392,0.05,0.016,reported
1092,SMC01717,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.4,0.5,0.46,partial,NA,NA,NA,NA
1093,SMC01726,2010-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.21,0.2,0.107,calculated,0.82,0.06,0.0086,partial
1094,SMC01748,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,8.3,4.0,2.0,reported,NA,NA,NA,NA
1095,SMC01748,2014-05-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.3,0.2,0.06,reported,2.3,0.25,0.035,reported
1096,SMC01808,2011-06-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.30000000000000004,0.14,calculated,0.08,0.1,0.05,reported
1097,SMC01814,2010-06-15T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.3,0.1,0.074,reported,0.068,0.01,0.00083,partial
1098,SMC01814,2010-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.3,0.1,0.074,partial,0.15,0.01,0.00083,reported
1099,SMC01824,2012-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.056,0.2,0.12,calculated,1.056,0.05,0.016,reported
1100,SMC01824,2012-06-21T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,6.24,0.16,0.04,partial,0.02,0.02,0.01,partial
1101,SMC01860,2009-05-28T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,7.5,4.0,2.0,reported,NA,NA,NA,NA
1102,SMC01881,2013-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.42,0.2,0.060000000000000005,calculated,0.19,0.01,0.00083,reported
1103,SMC01881,2013-07-09T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,1.3699999999999999,0.2,0.060000000000000005,calculated,0.19,0.01,0.00083,reported
1104,SMC01881,2014-07-09T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.32,0.2,0.060000000000000005,calculated,0.12,0.01,0.0014,reported
1105,SMC01902,2012-07-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.917,0.2,0.12,calculated,0.084,0.05,0.016,reported
1106,SMC01909,2009-06-08T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,7.8100000000000005,0.13,0.05,partial,0.039,0.05,0.016,reported
1107,SMC01909,2009-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.84,0.5,0.46,partial,NA,NA,NA,NA
1108,SMC01909,2009-06-08T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.03,0.03,0.03,partial,0.043,0.05,0.016,reported
1109,SMC01909,2014-07-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.08,0.2,0.060000000000000005,calculated,0.24,0.02,0.0028,reported
1110,SMC01909,2014-07-10T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.467,0.1,0.05,partial,NA,NA,NA,NA
1111,SMC01923,2011-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,19.0,0.2,0.02,partial,0.114,0.0098,0.00085,reported
1112,SMC01934,2012-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.24,0.2,0.08399999999999999,calculated,0.018,0.01,0.00085,partial
1113,SMC01960,2010-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.5499999999999998,0.2,0.081,partial,0.0031,0.002,0.00022,partial
1114,SMC01960,2010-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.7,0.1,0.074,reported,0.016,0.01,0.0014,reported
1115,SMC01960,2014-05-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4,0.2,0.06,reported,0.024,0.01,0.0014,reported
1116,SMC01962,2010-06-08T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,2.1,0.1,0.074,reported,0.065,0.01,0.00083,partial
1117,SMC01962,2010-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.5,0.1,0.074,partial,0.26,0.01,0.00083,reported
1118,SMC01962,2014-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6,0.2,0.060000000000000005,calculated,0.092,0.01,0.0014,reported
1119,SMC01962,2014-07-18T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.086,0.2,0.058,partial,0.0938,0.01,0.0014,reported
1120,SMC01972,2010-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.24000000000000002,0.30000000000000004,0.14,calculated,0.08,0.1,0.05,partial
1121,SMC01979,2011-07-14T19:20:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.074,reported,0.0039,0.01,0.0014,reported
1122,SMC01987,2012-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.25,0.2,0.08399999999999999,calculated,0.036,0.01,0.00085,partial
1123,SMC01987,2012-06-15T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.24,0.2,0.08399999999999999,calculated,0.039,0.01,0.00085,partial
1124,SMC01990,2009-06-03T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.15,0.13,0.05,partial,0.145,0.05,0.016,reported
1125,SMC01990,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0,0.5,0.46,partial,NA,NA,NA,NA
1126,SMC01990,2014-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.9099999999999999,0.2,0.060000000000000005,calculated,0.15,0.01,0.0014,reported
1127,SMC01990,2014-07-15T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.144,0.002,0.00022,partial
1128,SMC02006,2009-05-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.390000000000001,0.13,0.05,partial,0.025,0.05,0.016,reported
1129,SMC02006,2009-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.6,0.5,0.46,partial,NA,NA,NA,NA
1130,SMC02006,2009-05-26T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,NA,NA,NA,NA,0.024,0.05,0.016,reported
1131,SMC02059,2010-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9,0.2,0.2,reported,0.52,0.1,0.03,reported
1132,SMC02059,2010-06-03T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,2.0,0.2,0.2,reported,0.52,0.1,0.03,reported
1133,SMC02075,2012-07-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.084,reported,0.025,0.01,0.0014,reported
1134,SMC02088,2011-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.24000000000000002,0.30000000000000004,0.14,calculated,0.09,0.1,0.05,reported
1135,SMC02092,2011-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.45,0.30000000000000004,0.14,calculated,0.1,0.1,0.05,reported
1136,SMC02123,2011-07-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.61,0.4,0.4,reported,0.02,0.05,0.01,reported
1137,SMC02127,2009-06-04T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1138,SMC02127,2009-06-04T07:00:00Z,Grab,samplewater,1,2,Not Recorded,NA,NA,NA,0.7000000000000001,0.13,0.05,partial,NA,NA,NA,NA
1139,SMC02127,2014-05-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.06,reported,0.027,0.01,0.0014,reported
1140,SMC02139,2012-07-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.084,reported,0.018,0.01,0.0014,reported
1141,SMC02145,2011-07-19T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.074,partial,NA,NA,NA,NA
1142,SMC02145,2011-07-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.1,0.074,reported,0.052,0.01,0.00083,reported
1143,SMC02167,2010-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.1,0.2,0.2,reported,0.17,0.05,0.01,reported
1144,SMC02206,2011-07-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.83,0.1,0.01,partial,0.749,0.0098,0.00085,reported
1145,SMC02228,2009-06-23T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,SMC02228,2009-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.4,0.2,0.15000000000000002,partial,0.61,0.1,0.05,reported
1147,SMC02270,2010-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.27,0.2,0.107,calculated,0.7,0.06,0.0086,partial
1148,SMC02302,2013-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.9299999999999999,0.2,0.060000000000000005,calculated,0.033,0.03,0.0026,reported
1149,SMC02366,2014-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.18,0.5,0.42000000000000004,calculated,0.08,0.03,0.016,reported
1150,SMC02366,2014-06-23T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,SMC02417,2011-07-20T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.074,partial,NA,NA,NA,NA
1152,SMC02417,2011-07-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.1,0.074,reported,0.047,0.01,0.00083,reported
1153,SMC02436,2009-05-28T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,9.6,4.0,2.0,reported,NA,NA,NA,NA
1154,SMC02452,2011-06-30T17:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.4,0.1,0.074,reported,1.5,0.25,0.035,reported
1155,SMC02457,2010-05-31T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.3,0.1,0.074,reported,0.098,0.002,0.00022,partial
1156,SMC02457,2010-05-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.39,0.1,0.074,partial,0.14,0.01,0.00083,reported
1157,SMC02464,2011-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.62,0.4,0.4,reported,0.01,0.05,0.01,reported
1158,SMC02494,2014-05-22T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,6.7,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
1159,SMC02536,2011-06-29T17:50:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.2,0.1,0.074,reported,0.093,0.01,0.0014,reported
1160,SMC02563,2010-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.7000000000000002,0.21000000000000002,0.094,calculated,1.9,0.12,0.017,partial
1161,SMC02563,2010-06-24T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,1.51,0.21000000000000002,0.094,calculated,1.4,0.12,0.017,partial
1162,SMC02563,2014-05-22T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.44,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
1163,SMC02573,2010-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.2,0.2,0.2,reported,2.0,0.25,0.07,reported
1164,SMC02591,2011-07-21T15:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.074,reported,0.0028,0.01,0.0014,reported
1165,SMC02622,2010-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.58,0.30000000000000004,0.14,calculated,0.34,0.1,0.05,partial
1166,SMC02644,2011-06-30T20:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9,0.1,0.074,reported,0.097,0.01,0.0014,reported
1167,SMC02656,2009-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,4.6000000000000005,4.0,2.0,reported,0.041,0.05,0.016,reported
1168,SMC02718,2014-06-30T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.03,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
1169,SMC02749,2011-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.0,0.4,0.4,reported,0.56,0.05,0.01,reported
